ticker_1,ticker_2,distance
AME,J,0.8921778153440361
NUE,STLD,0.5263823186210447
BBY,WSM,0.9247939881016183
FIS,GPN,0.8412419967415266
MET,PRU,0.48123515321030996
MET,AFL,0.7078166974006656
MET,GL,0.7255151736129885
XYL,DOV,0.7781307928890557
STT,NTRS,0.6056730378098298
BR,JKHY,0.9548004108250642
IP,PKG,0.6715037807097931
A,MTD,0.6638657073181481
A,RVTY,0.7421121994373157
A,TECH,0.7842932778096415
AFL,L,0.7110132853561657
GPN,CPAY,0.8524085522562567
ADM,BG,0.7457720985079459
DOV,IEX,0.7388623201438844
DOV,PNR,0.7478407631433031
DOV,FTV,0.7714521969432551
DOV,ALLE,0.8256621083092903
DOV,JBHT,0.9188078261882155
AWK,LNT,0.756177747943606
CLX,CHD,0.897870580124903
AMCR,AVY,0.9006611802492632
PPG,AVY,0.8382083695346513
PPG,IFF,0.9285448758935982
ED,WEC,0.6256569664033017
GNRC,TRMB,0.97926684726242
WEC,CMS,0.5267908717357246
WEC,LNT,0.5524763431198301
WEC,ES,0.6999098496181229
CMS,DTE,0.6326069489748759
PHM,NVR,0.6509052351973292
PHM,BLDR,0.7715302545243826
FE,AEE,0.7809288452786786
PRU,PFG,0.5569211155855465
PRU,VTRS,1.0031720752617899
LVS,WYNN,0.6234925019404269
BRO,ERIE,1.0228862536494259
CNP,DTE,0.7922050337685647
RL,DECK,0.9630246209990291
PKG,AVY,0.8642798721329202
BLDR,MAS,0.8245139481420558
BLDR,WY,0.9024673913353023
TROW,BEN,0.7322288985647663
GRMN,TRMB,0.8955842657434806
PEG,DTE,0.781704953344224
HIG,L,0.6594041860263619
MAS,SWK,0.7892924781573616
DGX,LH,0.7647911637285151
NI,LNT,0.6971728576661671
AEE,LNT,0.5561571847005207
ATO,LNT,0.7009786145713144
IRM,FRT,0.9299958429064877
ACGL,EG,0.7376188099981555
HAS,SWK,0.9827285672066394
ZBRA,TRMB,0.8324976782409209
WYNN,MGM,0.7731358586063135
EXR,MAA,0.8457628061480554
AVB,EQR,0.41504985683343937
AVB,FRT,0.78636218585821
TSN,HRL,1.0688866840906535
PTC,GEN,1.0295812658546244
LNT,EVRG,0.6471149541049078
LNT,PNW,0.6979539706032186
EQR,UDR,0.4399876148264664
INVH,UDR,0.7307999862938149
UHS,DVA,0.9944478063693005
BXP,KIM,0.8012220357917609
